target_id	length	eff_length	est_counts	tpm
AAK85826.1	822	731.117	758	66.6586
AAK85827.2	600	598.307	805	86.5058
AAK85828.2	861	734.491	706	61.8005
AAK85829.2	582	459.55	2168	303.319
AAK85830.1	699	586.523	583	63.9083
AAK85831.1	483	383.404	8922	1496.17
AAK85832.1	537	483.637	245	32.5702
AAK85833.2	654	599.602	1707	183.039
AAK85834.1	1113	1053.27	1684	102.796
AAK85835.1	570	515.549	1426	177.838
AAK85836.1	366	310.188	242	50.1608
AAK85837.2	2436	2336.76	6230	171.414
AAK85838.1	603	554.72	939	108.834
AAK85839.1	843	748.291	3297	283.284
AAK85840.2	1197	1134.39	1286	72.8874
AAK85841.1	768	747.703	668	57.4409
AAK85842.1	663	568.847	1811	204.69
AAK85843.2	1221	1107.17	4022	233.561
AAK85844.2	840	766.033	4758	399.348
AAK85845.1	897	823.451	4132	322.624
AAK85846.1	1344	1264.34	1416	72.0065
AAK85847.2	321	280.504	1170	268.176
AAK85848.2	3558	3430.91	1588	29.7588
AAK85849.1	3186	3067.05	1662	34.8405
AAK85850.2	738	618.444	621	64.5602
AAK85851.1	1512	1479.73	2041	88.6817
AAK85852.1	2646	2599.11	4774	118.095
AAL41059.2	168	83.4057	744	573.523
AAK85853.1	1401	1369.11	7718	362.443
AAK85854.1	276	231.241	1625	451.817
AAK85855.1	402	333.891	1262	243.013
AAK85856.1	465	389.09	195	32.2225
AAK85857.1	1791	1624.02	1681	66.5504
AAK85858.2	726	663.613	750	72.6642
AAK85859.2	1611	1468.21	565	24.742
AAK85860.2	435	373.528	261	44.9253
AAK85861.2	969	840.397	1324	101.293
AAK85862.2	324	277.131	1343	311.577
AAK85863.1	777	674.662	996	94.9177
AAK85864.1	744	686.22	925	86.6667
AAK85865.2	651	569.513	1198	135.247
AAK85866.1	495	437.205	490	72.0584
AAK85867.2	597	520.679	1936	239.061
AAK85868.2	483	402.127	366	58.5183
AAK85869.1	1308	1150.22	1665	93.0698
AAK85870.1	966	962.086	509	34.0156
AAK85871.1	2235	2099.91	5937	181.777
AAK85872.2	714	617.545	8780	914.113
AAK85873.2	486	420.18	287	43.9158
AAK85874.1	588	524.251	801	98.2353
AAK85875.2	1308	1292.33	691	34.3779
AAK85876.2	2487	2367.79	1064	28.8917
AAL41084.1	390	329	15329.7	2995.8
AAL41085.1	258	213.317	556.751	167.807
AAK85881.1	1809	1725.38	1579	58.8398
AAK85882.1	1233	1120.23	1510	86.6646
AAK85883.1	1023	873.368	40321	2968.3
AAK85884.2	1083	1048.99	11989	734.826
AAK85885.1	783	688.97	3207	299.276
AAK85886.1	630	537.082	761	91.0999
AAK85887.2	222	161.32	3034	1209.21
AAK85888.1	399	316.55	6081	1235.11
AAK85889.2	2082	2001.74	30449	977.999
AAK85890.2	975	948.58	6793	460.428
AAK85891.1	1236	1197.57	1737	93.2548
AAK85892.2	1128	1020.29	621	39.1329
AAK85893.2	762	692.351	910	84.5063
AAK85894.1	477	460.531	725	101.217
AAK85895.1	690	684.772	827	77.6486
AAK85896.1	1005	930.329	1705	117.832
AAK85898.2	540	476.639	2943	396.985
AAK85899.1	993	834.107	3040	234.329
AAK85901.1	945	913.206	294	20.6992
AAK85902.2	1017	916.464	728	51.0728
AAK85903.1	2142	1944.36	18452	610.155
AAK85904.1	270	225.862	8097	2304.92
AAK85905.1	948	852.538	1437	108.372
AAK85906.1	417	305.092	1223	257.733
AAK85907.1	2742	2560.77	11213	281.531
AAK85908.1	702	650.192	2705	267.485
AAK85909.1	1617	1448.64	9170	406.99
AAK85910.1	597	548.701	7132	835.699
AAK85911.2	1512	1490.07	1205	51.994
