target_id	length	eff_length	est_counts	tpm
YAL069W	315	82.5953	110.317	23.8453
YAL068W-A	255	52.528	6.23304	2.11848
YAL068C	363	112.294	0	0
YAL067W-A	228	42.9818	5.33141	2.21449
YAL067C	1782	1497.28	0	0
YAL066W	309	79.213	0	0
YAL065C	387	129.359	0	0
YAL064W-B	381	125.105	0	0
YAL064C-A	381	125.105	0	0
YAL064W	285	66.4353	11	2.95604
YAL063C-A	291	69.3928	24	6.17466
YAL063C	3969	3685.9	127.086	0.615561
YAL062W	1374	1082.03	2359	38.9227
YAL061W	1254	967.798	2911	53.6999
YAL060W	1149	853.236	3642	76.2057
YAL059C-A	423	156.145	117.972	13.4886
YAL059W	639	350.568	1625.03	82.7569
YAL058W	1509	1211.73	679.846	10.0166
YAL056C-A	351	104.251	60.1543	10.3015
YAL056W	2643	2360.87	1980	14.973
YAL055W	543	261.28	1126	76.9393
YAL054C	2142	1847.11	12605	121.833
YAL053W	2352	2068.69	18043	155.715
YAL051W	3144	2876.97	1449	8.99185
YAL049C	741	452.045	2550	100.71
YAL048C	1989	1701.97	1423.61	14.9333
YAL047W-A	330	91.4605	12.3942	2.41937
YAL047C	1869	1588.7	1004	11.2826
YAL046C	357	108.306	628	103.52
YAL045C	309	79.213	82.0622	18.4954
YAL044W-A	333	93.2462	331.938	63.5539
YAL044C	513	233.017	1625	124.504
YAL043C	2358	2070.63	4874	42.0243
YAL042C-A	378	122.962	195.395	28.37
YAL042W	1248	952.624	3915.61	73.3827
YAL041W	2565	2289.84	2228	17.371
YAL040C	1743	1455.15	444	5.44743
YAL039C	810	511.331	2180	76.1151
YAL038W	1503	1203	15274.9	226.689
YAL037C-B	975	680.289	3202.12	84.0351
YAL037C-A	93	38.4286	7	3.25207
YAL037W	804	518.309	182	6.26901
YAL036C	1110	817.332	780	17.0378
YAL035W	3009	2728.48	3253	21.2853
YAL034C-B	354	106.222	22	3.69764
YAL034W-A	870	588.155	243	7.37617
YAL034C	1242	952.82	6569	123.085
YAL033W	522	241.585	249	18.4011
YAL032C	1140	845.192	1193	25.2001
YAL031W-A	309	79.213	61.9068	13.9527
YAL031C	2283	2002.35	1607.09	14.3291
YAL030W	354	106.222	1136	190.933
YAL029C	4416	4172.02	1323	5.66147
YAL028W	1587	1300.69	1087	14.9201
YAL027W	786	499.383	247	8.83038
YAL026C-A	438	168.145	6	0.637064
YAL026C	4068	3807.44	618	2.89782
YAL025C	921	638.439	576	16.1072
YAL024C	4308	4065.48	114	0.500622
YAL023C	2280	1996.62	2159	19.3052
YAL022C	1554	1269.39	306	4.30372
YAL021C	2514	2218.59	738	5.93877
YAL020C	1002	707.575	285.882	7.21325
YAL019W-A	570	287.103	42.1177	2.61904
YAL019W	3396	3126.36	590	3.36922
YAL018C	978	694.651	264	6.78506
YAL017W	4071	3796.63	2805	13.1902
YAL016C-B	186	33.3742	2	1.06988
YAL016C-A	315	82.5953	111.75	24.155
YAL016W	1908	1631.77	3091.25	33.8214
YAL015C	1200	907.096	2445	48.1218
YAL014C	768	478.755	1709	63.7302
YAL013W	1218	921.217	4707	91.2218
YAL012W	1185	888.769	12861	258.346
YAL011W	1878	1597.6	1697	18.9639
YAL010C	1482	1203.37	798	11.8392
YAL009W	780	499.275	672	24.0296
YAL008W	597	311.495	1450	83.1062
YAL007C	648	362.898	1597	78.5664
YAL005C	1929	1626.23	31291.1	343.522
YAL004W	648	363.718	0	0
YAL003W	621	326.437	2590	141.65
YAL002W	3825	3587.67	843	4.195
YAL001C	3483	3227.05	3159	17.4767
YAR002W	1620	1340.92	2182	29.0515
YAR002C-A	660	372.925	1096	52.4693
YAR003W	1281	997.636	1014	18.1461
YAR007C	1866	1579.06	3076	34.7779
YAR008W	828	544.087	720	23.6255
