target_id	length	eff_length	est_counts	tpm
AAK85826.1	822	572.658	202	51.5998
AAK85827.2	600	394.856	77	28.5262
AAK85828.2	861	579.722	96	24.2239
AAK85829.2	582	337.899	253	109.528
AAK85830.1	699	424.165	154	53.1102
AAK85831.1	483	248.02	293	172.811
AAK85832.1	537	296.319	94	46.4046
AAK85833.2	654	408.262	300	107.492
AAK85834.1	1113	870.479	656	110.24
AAK85835.1	570	357.466	531	217.296
AAK85836.1	366	172.258	220	186.825
AAK85837.2	2436	2167.18	1441	97.2661
AAK85838.1	603	377.798	230	89.0555
AAK85839.1	843	601.825	508	123.477
AAK85840.2	1197	983.521	566	84.183
AAK85841.1	768	592.8	295	72.7957
AAK85842.1	663	432.278	340	115.056
AAK85843.2	1221	944.608	397	61.4796
AAK85844.2	840	572.329	868	221.853
AAK85845.1	897	667.808	512	112.153
AAK85846.1	1344	1065.26	250	34.3301
AAK85847.2	321	133.864	108	118.019
AAK85848.2	3558	3249.1	375	16.8834
AAK85849.1	3186	2910.03	485	24.3801
AAK85850.2	738	474.152	129	39.7983
AAK85851.1	1512	1311.88	709	79.0577
AAK85852.1	2646	2441.58	1055	63.2083
AAL41059.2	168	41.7006	16	56.1267
AAK85853.1	1401	1217.28	2798	336.24
AAK85854.1	276	100.29	227	331.101
AAK85855.1	402	216.485	331	223.662
AAK85856.1	465	287.569	60	30.5212
AAK85857.1	1791	1456.5	548	55.0379
AAK85858.2	726	533.604	387	106.092
AAK85859.2	1611	1338.11	555	60.6726
AAK85860.2	435	224.932	22	14.3075
AAK85861.2	969	691.508	237	50.1353
AAK85862.2	324	136.247	158	169.638
AAK85863.1	777	531.54	141	38.8039
AAK85864.1	744	528.073	89	24.654
AAK85865.2	651	410.451	90	32.0755
AAK85866.1	495	265.988	26	14.2989
AAK85867.2	597	374.867	73	28.4864
AAK85868.2	483	272.753	368	197.365
AAK85869.1	1308	1023.34	860	122.933
AAK85870.1	966	823.892	81	14.3816
AAK85871.1	2235	1954.48	2024	151.485
AAK85872.2	714	460.759	491	155.883
AAK85873.2	486	266.396	142	77.9746
AAK85874.1	588	374.717	124	48.4073
AAK85875.2	1308	1105.73	98	12.9649
AAK85876.2	2487	2231.73	189	12.3883
AAL41084.1	390	193.746	3059.18	2309.75
AAL41085.1	258	88.1561	78.7975	130.753
AAK85881.1	1809	1573.95	226	21.0043
AAK85882.1	1233	951.709	414	63.6338
AAK85883.1	1023	703.203	8208	1707.45
AAK85884.2	1083	896.662	1724	281.255
AAK85885.1	783	563.711	356	92.3816
AAK85886.1	630	384.84	106	40.2919
AAK85887.2	222	66.8104	212	464.177
AAK85888.1	399	201.943	529	383.194
AAK85889.2	2082	1894.29	2274	175.604
AAK85890.2	975	803.229	789	143.691
AAK85891.1	1236	1058.78	287	39.6522
AAK85892.2	1128	844.964	192	33.2395
AAK85893.2	762	548.8	166	44.2472
AAK85894.1	477	302.316	97	46.9356
AAK85895.1	690	511.178	141	40.3495
AAK85896.1	1005	789.877	81	15.0009
AAK85898.2	540	296.287	579	285.863
AAK85899.1	993	675.973	239	51.7202
AAK85901.1	945	724.999	33	6.65838
AAK85902.2	1017	736.835	119	23.6248
AAK85903.1	2142	1790.55	1041	85.0463
AAK85904.1	270	96.1734	1686	2564.45
AAK85905.1	948	680.603	126	27.0812
AAK85906.1	417	218.474	69	46.2
AAK85907.1	2742	2366.99	1556	96.1625
AAK85908.1	702	486.205	1173	352.915
AAK85909.1	1617	1253.76	931	108.624
AAK85910.1	597	382.887	828	316.338
AAK85911.2	1512	1294.98	292	32.9847
AAK85912.1	1266	1043.71	236	33.0768
AAK85913.1	606	375.155	117	45.6212
AAK85914.2	615	416.813	47	16.4948
AAK85915.1	324	136.247	340	365.043
AAK85916.1	1875	1556.24	385	36.189
AAK85917.2	405	212.854	237	162.876
AAK85918.1	963	811.653	466	83.9861
AAK85919.1	864	633.941	150	34.6126
AAK85920.1	756	523.894	32	8.93508
AAK85921.1	579	400.859	1279	466.736
AAK85922.2	726	526.067	268	74.5222
AAK85923.1	2295	2085.11	901	63.2104
AAK85924.1	459	213.006	120	82.4102
AAL41130.1	195	53.2408	166	456.096
AAK85925.2	210	60.5498	659	1592.08
AAK85926.2	162	39.4897	1897	7027.09
AAK85928.2	1392	1128.98	731	94.7156
AAK85929.2	447	209.416	135	94.301
AAK85930.1	411	216.352	312	210.953
AAK85931.2	2997	2855.31	1020	52.2563
AAK85932.1	720	526.845	119	33.0412
AAK85933.2	186	49.1777	101	300.431
AAK85934.2	1869	1777.24	447	36.792
AAK85935.2	1347	1129.56	246	31.8579
AAL41140.1	204	57.5666	31	78.7741
AAK85936.2	411	209.789	56	39.0478
AAK85937.1	462	254.35	7	4.02585
AAK85938.1	1506	1267.65	106	12.232
AAK85939.2	213	61.9637	20	47.2155
AAK85940.1	552	314.211	30	13.9666
AAK85941.1	1134	855.067	1781	304.688
AAK85942.1	1902	1553.76	3468	326.503
AAK85944.2	318	131.384	206	229.359
AAK85945.2	651	430.826	1045	354.818
AAK85947.2	993	784.839	3149	586.927
AAK85948.2	1506	1226.92	694	82.7435
AAK85949.1	1104	897.873	193	31.4438
AAK85950.1	972	765.726	153	29.2287
AAK85951.2	405	207.356	230	162.257
AAK85952.1	801	545.621	272	72.9239
AAK85953.2	774	515.142	342	97.1161
AAK85954.1	1317	1092.57	170	22.7611
AAK85955.2	537	293.772	149	74.1939
AAK85956.1	630	385.698	101	38.3059
AAK85957.1	978	744.399	334	65.6346
AAK85958.1	1221	988.281	138	20.4263
AAK85959.2	831	620.521	102	24.0456
AAK85960.2	393	204.296	185	132.466
AAK85961.1	627	421.366	555	192.675
AAK85962.1	2004	1821.99	731	58.69
AAK85963.2	999	771.936	673	127.534
AAK85964.1	1323	1092.6	287	38.4248
AAL41168.1	222	66.8104	151	330.617
AAK85965.2	5349	5124.3	509	14.5303
AAK85966.1	1770	1617.36	378	34.1882
AAK85967.2	507	359.275	168	68.4029
AAK85968.2	597	358.64	280	114.207
AAK85969.2	807	553.488	339	89.595
AAK85970.2	1224	935.8	374	58.4629
AAK85972.2	516	326.195	630	282.524
AAK85973.2	258	88.1561	108	179.21
AAK85974.2	420	204.108	1254	898.729
AAK85975.2	639	440.687	199	66.0563
AAK85976.1	519	361.947	261	105.484
AAK85977.2	711	525.572	101	28.1113
AAK85978.1	1002	728.871	887	178.019
AAK85979.1	774	534.408	62	16.9711
AAK85980.2	786	586.864	209	52.0955
AAK85981.1	738	530.612	51	14.06
AAK85982.1	1023	808.121	667	120.737
AAK85983.1	504	268.81	842	458.204
AAK85984.1	924	642.967	2594	590.165
AAK85985.2	990	799.652	550	100.613
AAL41189.1	246	80.5699	103	187.006
AAL41190.1	255	86.3324	73	123.692
AAK85986.1	1041	871.138	186	31.2333
AAK85987.2	552	331.288	127	56.0776
AAK85988.1	1137	812.317	194	34.9356
AAK85989.2	690	445.899	79	25.9168
AAK85991.1	1350	1097.88	36	4.79667
AAK85992.2	987	753.436	15	2.9123
AAK85993.1	906	726.841	21	4.22641
AAK85994.2	861	684.33	8	1.71008
AAK85995.1	618	388.3	12	4.5207
AAK85996.2	708	507.199	4	1.15365
AAK85997.2	777	546.434	42	11.2436
AAK85998.1	903	666.353	25	5.48817
AAK85999.1	1110	873.995	69	11.5487
AAK86000.1	612	344.979	21	8.90468
AAK86001.1	462	231.884	27	17.0327
AAK86002.1	738	563.342	98	25.4475
AAK86003.2	828	607.532	105	25.282
AAK86004.2	1023	751.832	206	40.081
AAK86005.1	384	211.898	118	81.4604
AAK86006.1	1056	895.634	745	121.68
AAK86007.1	1845	1581.07	525	48.5735
AAK86008.1	1095	834.496	133	23.3141
AAK86009.2	1146	913.865	179	28.6525
AAK86010.2	1641	1493.06	792.308	77.6263
AAK86012.1	1359	1160.48	520	65.5476
AAK86013.1	1329	1044.72	618	86.5328
AAK86014.1	492	285.494	727	372.502
AAK86015.2	741	559.061	682	178.45
AAK86016.1	939	664.417	407	89.6077
AAK86017.2	1146	889.104	931	153.176
AAK86018.1	912	685.715	6040	1288.5
AAK86019.2	1047	864.458	38	6.43031
AAK86020.1	471	258.233	722	408.994
AAK86021.2	1065	854.501	484	82.8562
AAK86022.2	918	756.666	159	30.7387
AAK86023.1	1104	956.908	394	60.2307
AAK86024.1	1557	1302.68	558	62.6596
AAL41229.1	318	131.384	67	74.5974
AAK86025.1	882	673.014	111	24.1263
AAK86026.2	837	702.535	87	18.1152
AAK86027.1	1107	826.945	135	23.8808
AAK86028.2	345	153.745	157	149.379
AAK86029.1	852	621.332	745	175.398
AAK86030.2	360	166.779	99	86.833
AAK86031.2	1305	1123.68	2229	290.173
AAK86032.1	1395	1182.49	707	87.4608
AAK86033.2	825	712.514	558	114.56
AAK86034.1	987	774.443	407	76.8771
AAK86035.1	1005	860.983	1002	170.241
AAK86036.2	1476	1169.76	1055	131.931
AAK86037.2	1284	1077.99	1083	146.963
AAK86038.2	582	379.963	518	199.426
AAK86039.1	1584	1376.21	1727	183.569
AAK86040.1	807	549.657	740	196.939
AAK86041.1	513	332.623	479	210.656
AAK86042.2	192	52.018	705	1982.57
AAL41248.1	255	86.3324	294	498.156
AAK86043.2	384	188.268	834	648.01
AAK86045.1	306	121.931	198	237.544
AAK86046.2	450	213.844	99	67.722
AAL41252.2	159	38.3251	7	26.7181
AAK86047.2	675	457.176	145	46.3955
AAK86048.1	189	50.579	435	1258.09
AAK86049.2	1098	897.514	333	54.2744
AAK86050.1	876	715.56	130	26.576
AAK86051.2	1374	1227.3	183	21.8119
AAK86052.1	318	131.384	742	826.138
AAK86053.1	459	230.531	83	52.6674
AAK86054.1	894	695.91	49	10.2999
AAK86055.2	897	703.527	185	38.4665
AAK86056.1	408	225.917	49	31.7277
AAK86057.1	1827	1490.43	296	29.0517
AAK86058.1	870	654.254	159	35.5503
AAK86059.2	612	384.573	108	41.0806
AAK86060.1	402	204.662	76	54.3211
AAK86061.2	582	338.277	11	4.75676
AAK86062.1	519	334.264	23	10.0654
AAK86063.2	1074	855.394	23	3.93327
AAK86064.1	1098	902.557	25	4.05189
AAK86065.1	1104	956.744	565	86.3863
AAK86066.2	408	217.644	1033	694.299
AAK86067.1	984	737.774	49	9.71549
AAK86068.2	516	319.335	370	169.491
AAK86069.2	789	555.713	51	13.4249
AAK86070.1	423	224.013	2955	1929.64
AAK86071.1	204	57.5666	392	996.111
AAK86072.1	405	208.056	415	291.782
AAK86073.2	879	695.837	73	15.3464
AAK86074.2	1050	824.11	97	17.2178
AAK86075.1	2424	2070.55	937	66.1981
AAK86076.2	1002	772.261	115	21.7834
AAK86077.1	891	642.488	265	60.3355
AAK86078.1	444	227.881	587	376.809
AAK86079.2	951	691.774	548	115.88
AAK86080.1	984	808.679	28	5.06493
AAK86081.2	561	366.083	26	10.3893
AAK86082.2	984	774.365	196	37.0256
AAK86083.1	354	161.571	138	124.942
AAK86084.1	243	78.8486	82	152.129
AAK86085.2	1599	1316.05	482	53.5757
AAK86086.2	1203	1026.01	164	23.3821
AAK86087.1	708	536.431	39	10.6351
AAK86088.2	486	261.58	57	31.8759
AAK86089.1	864	646.965	173	39.1163
AAK86090.1	1239	1003.24	471	68.6767
AAK86091.1	477	253.379	43	24.8251
AAK86092.1	348	156.376	34	31.8054
AAL41299.2	396	229.082	2310	1475.07
AAK86093.1	888	737.833	1509	299.173
AAK86094.1	579	387.625	228	86.043
AAK86095.1	489	296.854	150	73.9164
