target_id	length	eff_length	est_counts	tpm
AAK85826.1	822	718.859	624	87.9616
AAK85827.2	600	602.047	475	79.9494
AAK85828.2	861	706.324	352	50.4999
AAK85829.2	582	450.822	1194	268.381
AAK85830.1	699	575.017	287	50.577
AAK85831.1	483	371.038	3680	1005.04
AAK85832.1	537	475.5	259	55.1952
AAK85833.2	654	578.681	904	158.3
AAK85834.1	1113	1068.85	1851	175.485
AAK85835.1	570	492.64	1141	234.697
AAK85836.1	366	296.524	103	35.199
AAK85837.2	2436	2344.57	3521	152.179
AAK85838.1	603	560.67	627	113.321
AAK85839.1	843	717.789	2885	407.287
AAK85840.2	1197	1123.22	1266	114.215
AAK85841.1	768	723.699	343	48.0273
AAK85842.1	663	552.334	673	123.471
AAK85843.2	1221	1065.76	2329	221.444
AAK85844.2	840	742.571	4108	560.589
AAK85845.1	897	784.288	2178	281.407
AAK85846.1	1344	1242.76	554	45.1725
AAK85847.2	321	283.918	429	153.115
AAK85848.2	3558	3294.03	686	21.1032
AAK85849.1	3186	2929.04	683	23.6291
AAK85850.2	738	597.566	270	45.7857
AAK85851.1	1512	1465.49	972	67.2103
AAK85852.1	2646	2545.93	2699	107.426
AAL41059.2	168	78.7947	49	63.016
AAK85853.1	1401	1410.19	8896	639.246
AAK85854.1	276	224.804	1199	540.464
AAK85855.1	402	328.39	710	219.089
AAK85856.1	465	401.343	82	20.7038
AAK85857.1	1791	1578.13	998	64.0824
AAK85858.2	726	657.893	947	145.864
AAK85859.2	1611	1434.95	719	50.7744
AAK85860.2	435	352.996	67	19.2334
AAK85861.2	969	830.72	690	84.1679
AAK85862.2	324	277.005	742	271.436
AAK85863.1	777	644.875	421	66.1543
AAK85864.1	744	674.347	432	64.9161
AAK85865.2	651	543.993	566	105.433
AAK85866.1	495	423.807	163	38.9737
AAK85867.2	597	488.565	840	174.225
AAK85868.2	483	388.054	531	138.661
AAK85869.1	1308	1146.56	1773	156.698
AAK85870.1	966	996.061	203	20.652
AAK85871.1	2235	2076.03	4672	228.045
AAK85872.2	714	588.655	3315	570.657
AAK85873.2	486	421.183	225	54.1332
AAK85874.1	588	516.976	300	58.8035
AAK85875.2	1308	1293.43	432	33.8448
AAK85876.2	2487	2256.05	763	34.271
AAL41084.1	390	337.107	7221.8	2170.85
AAL41085.1	258	217.476	108.98	50.7792
AAK85881.1	1809	1703.57	946	56.2707
AAK85882.1	1233	1111.57	1150	104.836
AAK85883.1	1023	829.108	39510	4828.9
AAK85884.2	1083	1031.98	11150	1094.85
AAK85885.1	783	697.506	2151	312.496
AAK85886.1	630	528.296	372	71.3538
AAK85887.2	222	170.219	1280	761.999
AAK85888.1	399	313.114	3324	1075.75
AAK85889.2	2082	2060.56	17647	867.835
AAK85890.2	975	969.582	4037	421.916
AAK85891.1	1236	1186.39	662	56.5435
AAK85892.2	1128	965.62	406	42.6061
AAK85893.2	762	673.735	708	106.487
AAK85894.1	477	467.434	499	108.176
AAK85895.1	690	658.23	505	77.7437
AAK85896.1	1005	911.509	681	75.7074
AAK85898.2	540	440.981	917	210.718
AAK85899.1	993	815.614	1381	171.578
AAK85901.1	945	881.97	92	10.5703
AAK85902.2	1017	882.828	352	40.4035
AAK85903.1	2142	1898.7	6179	329.772
AAK85904.1	270	224.452	4090	1846.51
AAK85905.1	948	820.982	595	73.4404
AAK85906.1	417	295.838	508	174.005
AAK85907.1	2742	2433.93	5005	208.376
AAK85908.1	702	638.103	1083	171.985
AAK85909.1	1617	1423.82	5066	360.548
AAK85910.1	597	559.143	2522	457.061
AAK85911.2	1512	1455.81	616	42.8774
AAK85912.1	1266	1198.7	960	81.1542
AAK85913.1	606	541.355	589	110.252
AAK85914.2	615	525.889	180	34.6841
AAK85915.1	324	276.861	799	292.44
AAK85916.1	1875	1609.62	1071	67.4246
AAK85917.2	405	378.895	738	197.374
AAK85918.1	963	996.054	1357	138.054
AAK85919.1	864	761.445	344	45.7796
AAK85920.1	756	623.461	363	58.9996
AAK85921.1	579	518.623	8904	1739.74
AAK85922.2	726	668.54	90	13.6417
