target_id	length	eff_length	est_counts	tpm
YAL069W	315	84.4842	44.2086	8.88019
YAL068W-A	255	53.0985	2.86026	0.914142
YAL068C	363	115.944	0	0
YAL067W-A	228	42.667	10.6268	4.22669
YAL067C	1782	1505.65	0	0
YAL066W	309	80.6925	0	0
YAL065C	387	133.056	0.568997	0.0725714
YAL064W-B	381	128.667	1	0.131894
YAL064C-A	381	128.667	0	0
YAL064W	285	67.3278	14	3.52878
YAL063C-A	291	70.8034	16	3.83492
YAL063C	3969	3679.85	122.545	0.565142
YAL062W	1374	1084.48	1791	28.0262
YAL061W	1254	964.688	4241	74.6057
YAL060W	1149	869.043	6604	128.96
YAL059C-A	423	161.302	93.6834	9.85629
YAL059W	639	359.21	933.317	44.0932
YAL058W	1509	1218.35	936.394	13.043
YAL056C-A	351	107.837	62.6064	9.85237
YAL056W	2643	2382.59	2776	19.7724
YAL055W	543	268.692	873	55.138
YAL054C	2142	1855.99	7790	71.2284
YAL053W	2352	2076.09	16202	132.438
YAL051W	3144	2895.27	1896	11.1132
YAL049C	741	460.974	3150	115.964
YAL048C	1989	1717.54	1686.77	16.6664
YAL047W-A	330	93.8218	12.2257	2.21136
YAL047C	1869	1599.56	1126	11.9462
YAL046C	357	111.802	453	68.7608
YAL045C	309	80.6925	52.3753	11.015
YAL044W-A	333	95.8295	309.625	54.8311
YAL044C	513	240.259	912	64.4178
YAL043C	2358	2075.12	5332	43.6052
YAL042C-A	378	126.633	240.758	32.2644
YAL042W	1248	958.222	4259.24	75.4322
YAL041W	2565	2303.24	2691	19.8274
YAL040C	1743	1466.31	1226	14.1891
YAL039C	810	519.991	3009	98.2013
YAL038W	1503	1214.57	87779.9	1226.49
YAL037C-B	975	689.469	9106.13	224.135
YAL037C-A	93	37.4607	22	9.96639
YAL037W	804	526.679	354	11.4064
YAL036C	1110	827.584	897	18.3938
YAL035W	3009	2738.83	2954	18.3036
YAL034C-B	354	109.847	12	1.85388
YAL034W-A	870	596.439	199	5.6621
YAL034C	1242	961.678	8154	143.89
YAL033W	522	248.642	211	14.4012
YAL032C	1140	854.842	1505	29.8773
YAL031W-A	309	80.6925	61.3562	12.9038
YAL031C	2283	2011.26	2420.64	20.4246
YAL030W	354	109.847	1065	164.532
YAL029C	4416	4177.95	1617	6.56806
YAL028W	1587	1305.54	1694	22.0198
YAL027W	786	509.472	320	10.6591
YAL026C-A	438	173.418	28.4447	2.78354
YAL026C	4068	3825.95	783.555	3.47553
YAL025C	921	644.397	293	7.71622
YAL024C	4308	4074.49	113	0.470648
YAL023C	2280	2011.52	5562	46.9242
YAL022C	1554	1285.94	619	8.16885
YAL021C	2514	2227.79	968	7.37382
YAL020C	1002	716.024	345.026	8.1774
YAL019W-A	570	290.886	31.9737	1.86535
YAL019W	3396	3133.06	570	3.08743
YAL018C	978	702.829	217	5.23963
YAL017W	4071	3804.38	3757	16.759
YAL016C-B	186	31.7677	0	0
YAL016C-A	315	84.4842	154.116	30.9574
YAL016W	1908	1641.1	4612.88	47.7009
YAL015C	1200	915.472	2306	42.7469
YAL014C	768	484.625	1624	56.8684
YAL013W	1218	926.108	4268	78.2084
YAL012W	1185	898.137	7114	134.419
YAL011W	1878	1610.13	1937	20.4155
YAL010C	1482	1212.87	872	12.201
YAL009W	780	507.411	713	23.8463
YAL008W	597	316.944	1307	69.9816
YAL007C	648	372.427	1692	77.0992
YAL005C	1929	1639.72	35385	366.219
YAL004W	648	371.713	0	0
YAL003W	621	337.414	3743	188.255
YAL002W	3825	3590.73	1099	5.19404
YAL001C	3483	3230.68	2951	15.5012
YAR002W	1620	1352.38	1718	21.5584
YAR002C-A	660	386.228	1234	54.2203
YAR003W	1281	1002.63	1078	18.2461
YAR007C	1866	1589.7	2155	23.005
YAR008W	828	551.206	451	13.8852
YAR009C	3591	3314.65	0	0
YAR010C	1323	1043.45	0	0
YAR014C	2130	1844.48	1172	10.7831
YAR015W	921	642.306	807	21.3217
YAR018C	1308	1036.95	370	6.05531
YAR019C	2925	2656.04	1807.33	11.5476
YAR019W-A	333	95.8295	18.6677	3.30584
YAR020C	168	27.5108	2	1.23372
YAR023C	540	265.866	267	17.0427
YAR027W	708	428.966	1130	44.704
YAR028W	705	428.654	0	0
YAR029W	225	41.7698	0	0
YAR030C	342	101.754	0	0
YAR031W	897	620.213	423	11.5742
YAR033W	705	428.654	0	0
YAR035W	2064	1746.29	369	3.58591
YAR035C-A	81	39.8226	0	0
YAR042W	3567	3278.15	1785.12	9.24121
YAR047C	321	88.1617	0	0
YAR050W	4614	4327.12	342.53	1.34335
