target_id	length	eff_length	est_counts	tpm
AAK85826.1	822	588.946	369	54.1589
AAK85827.2	600	410.857	141	29.6652
AAK85828.2	861	600.882	136	19.5645
AAK85829.2	582	347.918	377	93.6664
AAK85830.1	699	443.494	222	43.2698
AAK85831.1	483	264.508	1161	379.414
AAK85832.1	537	324.523	145	38.6226
AAK85833.2	654	463.57	558	104.049
AAK85834.1	1113	904.423	1165	111.346
AAK85835.1	570	378.847	917	209.23
AAK85836.1	366	195.368	261	115.48
AAK85837.2	2436	2225.05	2257	87.6823
AAK85838.1	603	395.861	235	51.315
AAK85839.1	843	645.883	1082	144.808
AAK85840.2	1197	1013.43	597	50.9212
AAK85841.1	768	632.634	315	43.0405
AAK85842.1	663	445.861	688	133.385
AAK85843.2	1221	990.22	871	76.0336
AAK85844.2	840	608.541	1225	174.006
AAK85845.1	897	694.974	939	116.793
AAK85846.1	1344	1114.72	297	23.0308
AAK85847.2	321	148.724	247	143.56
AAK85848.2	3558	3412.02	329	8.33496
AAK85849.1	3186	3099.33	436	12.1601
AAK85850.2	738	503.535	132	22.6602
AAK85851.1	1512	1341.94	661	42.5783
AAK85852.1	2646	2525.28	1046	35.8049
AAL41059.2	168	43.1737	47	94.1018
AAK85853.1	1401	1248.04	6593	456.641
AAK85854.1	276	112.715	361	276.85
AAK85855.1	402	232.538	578	214.859
AAK85856.1	465	289.939	115	34.2855
AAK85857.1	1791	1517.53	642	36.5694
AAK85858.2	726	552.019	320	50.1089
AAK85859.2	1611	1386.74	35679	2224.02
AAK85860.2	435	259.855	218	72.5179
AAK85861.2	969	710.601	227	27.6134
AAK85862.2	324	151.184	164	93.7686
AAK85863.1	777	545.034	102	16.1769
AAK85864.1	744	549.033	62	9.76141
AAK85865.2	651	440.097	123	24.1588
AAK85866.1	495	290.53	74	22.0171
AAK85867.2	597	403.145	272	58.3213
AAK85868.2	483	296.281	334	97.4454
AAK85869.1	1308	1031.99	1116	93.4773
AAK85870.1	966	863.519	151	15.1156
AAK85871.1	2235	1976.06	1531	66.972
AAK85872.2	714	479.655	1334	240.406
AAK85873.2	486	269.962	186	59.5567
AAK85874.1	588	406.532	209	44.4397
AAK85875.2	1308	1140.94	138	10.4553
AAK85876.2	2487	2319.39	256	9.54081
AAL41084.1	390	209.407	1821.93	752.071
