target_id	length	eff_length	est_counts	tpm
AAK85826.1	822	558.83	440	59.8525
AAK85827.2	600	369.147	150	30.8888
AAK85828.2	861	561.985	155	20.966
AAK85829.2	582	310.967	360	88.0029
AAK85830.1	699	409.663	230	42.6786
AAK85831.1	483	230.198	1208	398.91
AAK85832.1	537	281.366	140	37.8238
AAK85833.2	654	375.296	539	109.175
AAK85834.1	1113	858.41	1038	91.9204
AAK85835.1	570	346.033	617	135.543
AAK85836.1	366	162.089	365	171.179
AAK85837.2	2436	2168.23	2313	81.0922
AAK85838.1	603	364.08	306	63.8901
AAK85839.1	843	574.331	1713	226.728
AAK85840.2	1197	978.333	502	39.0055
AAK85841.1	768	571.187	289	38.4617
AAK85842.1	663	431.326	673	118.609
AAK85843.2	1221	928.578	868	71.0576
AAK85844.2	840	547.702	1534	212.907
AAK85845.1	897	647.463	941	110.48
AAK85846.1	1344	1051.22	275	19.8861
AAK85847.2	321	126.902	140	83.8627
AAK85848.2	3558	3209.44	421	9.97153
AAK85849.1	3186	2864.16	531	14.0931
AAK85850.2	738	451.853	160	26.9173
AAK85851.1	1512	1288.5	789	46.5481
AAK85852.1	2646	2424.2	1298	40.702
AAL41059.2	168	43.4817	35	61.1887
AAK85853.1	1401	1222.14	4370	271.813
AAK85854.1	276	96.4206	344	271.205
AAK85855.1	402	193.122	514	202.321
AAK85856.1	465	286.743	114	30.2219
AAK85857.1	1791	1413.56	738	39.6874
AAK85858.2	726	525.384	348	50.3515
AAK85859.2	1611	1327.88	36175	2070.9
AAK85860.2	435	215.326	185	65.3107
AAK85861.2	969	661.417	301	34.594
AAK85862.2	324	129.023	211	124.315
AAK85863.1	777	512.051	158	23.456
AAK85864.1	744	515.121	126	18.5939
AAK85865.2	651	387.061	203	39.8681
AAK85866.1	495	258.477	90	26.4686
AAK85867.2	597	368.38	276	56.9538
AAK85868.2	483	260.043	267	78.0503
AAK85869.1	1308	994.33	881	67.3526
AAK85870.1	966	834.604	151	13.7533
AAK85871.1	2235	1948.84	1722	67.1687
AAK85872.2	714	436.434	1528	266.142
AAK85873.2	486	253.236	258	77.4469
AAK85874.1	588	360.714	223	46.995
AAK85875.2	1308	1089.89	134	9.3461
AAK85876.2	2487	2183.54	247	8.59894
AAL41084.1	390	182.568	7070.16	2943.84
AAL41085.1	258	85.1959	93.9065	83.7889
AAK85881.1	1809	1558.47	393	19.1692
AAK85882.1	1233	945.952	315	25.3134
AAK85883.1	1023	674.227	4046	456.173
AAK85884.2	1083	894.529	943	80.1358
AAK85885.1	783	542.4	156	21.8632
AAK85886.1	630	368.397	44	9.07917
AAK85887.2	222	66.5858	122	139.28
AAK85888.1	399	190.446	286	114.157
AAK85889.2	2082	1913.14	1114	44.2638
AAK85890.2	975	802.188	371	35.1566
AAK85891.1	1236	1041.69	258	18.8274
AAK85892.2	1128	828.307	213	19.5478
AAK85893.2	762	502.721	255	38.5587
AAK85894.1	477	291.805	159	41.4204
