target_id	length	eff_length	est_counts	tpm
AAK85826.1	822	709.427	499	63.758
AAK85827.2	600	593.206	354	54.0928
AAK85828.2	861	701.35	355	45.8813
AAK85829.2	582	449.521	834	168.174
AAK85830.1	699	563.868	184	29.5789
AAK85831.1	483	360.451	2472	621.647
AAK85832.1	537	475.241	362	69.0456
AAK85833.2	654	581.581	900	140.273
AAK85834.1	1113	1073.39	1710	144.404
AAK85835.1	570	486.121	1068	199.145
AAK85836.1	366	288.912	89	27.9233
AAK85837.2	2436	2316.96	3322	129.964
AAK85838.1	603	552.663	984	161.39
AAK85839.1	843	713.337	3374	428.738
AAK85840.2	1197	1108.43	983	80.3875
AAK85841.1	768	709.918	230	29.3672
AAK85842.1	663	549.941	706	116.367
AAK85843.2	1221	1060.15	2383	203.751
AAK85844.2	840	734.752	4613	569.095
AAK85845.1	897	791.133	1940	222.277
AAK85846.1	1344	1235	578	42.4231
AAK85847.2	321	281.049	625	201.576
AAK85848.2	3558	3282.45	641	17.7012
AAK85849.1	3186	2925.28	646	20.0174
AAK85850.2	738	585.703	258	39.9286
AAK85851.1	1512	1468.48	682	42.0977
AAK85852.1	2646	2524.18	2948	105.864
AAL41059.2	168	78.0942	37	42.9462
AAK85853.1	1401	1416.32	10006	640.385
AAK85854.1	276	225.658	1188	477.207
AAK85855.1	402	324.834	726	202.589
AAK85856.1	465	401.513	53	11.9651
AAK85857.1	1791	1583.69	809	46.3041
AAK85858.2	726	648.671	794	110.953
AAK85859.2	1611	1419.47	1667	106.451
AAK85860.2	435	349.593	67	17.3722
AAK85861.2	969	813.74	491	54.6938
AAK85862.2	324	273.016	514	170.654
AAK85863.1	777	644.231	357	50.2306
AAK85864.1	744	666.567	352	47.8675
AAK85865.2	651	534.53	424	71.9012
AAK85866.1	495	428.897	126	26.6293
AAK85867.2	597	489.158	514	95.2479
AAK85868.2	483	381.226	765	181.895
AAK85869.1	1308	1137.73	2688	214.157
AAK85870.1	966	1001.82	168	15.2007
AAK85871.1	2235	2052.42	4871	215.127
AAK85872.2	714	580.508	5219	814.931
AAK85873.2	486	420.914	202	43.5011
AAK85874.1	588	514.699	284	50.0158
AAK85875.2	1308	1272.02	368	26.2239
AAK85876.2	2487	2290.46	731	28.9292
AAL41084.1	390	337.145	9216.56	2477.96
AAL41085.1	258	213.442	106.282	45.136
AAK85881.1	1809	1697.57	847	45.2271
AAK85882.1	1233	1099.43	859	70.8216
AAK85883.1	1023	822.237	39679	4374.27
AAK85884.2	1083	1022.2	11732	1040.35
AAK85885.1	783	678.475	2534	338.544
AAK85886.1	630	517.467	357	62.5356
AAK85887.2	222	168.929	1306	700.778
AAK85888.1	399	310.714	2718	792.921
AAK85889.2	2082	2024.78	12193	545.85
AAK85890.2	975	961.175	2749	259.247
AAK85891.1	1236	1179.13	606	46.5858
AAK85892.2	1128	959.018	299	28.2609
AAK85893.2	762	675.254	681	91.416
AAK85894.1	477	474.264	514	98.2392
AAK85895.1	690	667.766	520	70.5864
AAK85896.1	1005	897.328	723	73.0347
AAK85898.2	540	434.371	886	184.89
AAK85899.1	993	816.314	1401	155.569
AAK85901.1	945	879.295	86	8.86555
AAK85902.2	1017	868.81	355	37.0378
AAK85903.1	2142	1879.24	8967	432.52
AAK85904.1	270	221.114	4568	1872.63
AAK85905.1	948	813.298	533	59.4045
AAK85906.1	417	288.666	390	122.465
AAK85907.1	2742	2422.08	5589	209.165
AAK85908.1	702	647.504	1179	165.049
AAK85909.1	1617	1410.47	6928	445.233
AAK85910.1	597	554.043	2768	452.861
AAK85911.2	1512	1438.96	577	36.3469
AAK85912.1	1266	1197.58	694	52.5288
AAK85913.1	606	532.207	529	90.0985
AAK85914.2	615	523.927	134	23.1833
AAK85915.1	324	274.837	859	283.309
AAK85916.1	1875	1604.49	883	49.8844
AAK85917.2	405	385.148	626	147.329
AAK85918.1	963	999.245	852	77.2876
AAK85919.1	864	742.052	231	28.2176
AAK85920.1	756	626.591	317	45.8582
AAK85921.1	579	511.582	5520	978.061
AAK85922.2	726	663.321	47	6.42268
AAK85923.1	2295	2194.24	1289	53.249
AAK85924.1	459	347.359	155	40.4478
AAL41130.1	195	148.436	58	35.4186
AAK85925.2	210	170.945	1289	683.498
AAK85926.2	162	109.2	331	274.755
AAK85928.2	1392	1224.92	3485	257.891
AAK85929.2	447	351.409	223	57.522
AAK85930.1	411	423.63	670	143.361
AAK85931.2	2997	3053.81	3456	102.583
AAK85932.1	720	661.929	44	6.02537
AAK85933.2	186	123.419	54	39.6602
AAK85934.2	1869	1939.77	1291	60.3279
AAK85935.2	1347	1363.55	314	20.8737
AAL41140.1	204	139.24	23	14.9729
AAK85936.2	411	398.851	295	67.043
AAK85937.1	462	417.653	35	7.59616
AAK85938.1	1506	1462.85	163	10.1002
AAK85939.2	213	168.122	146	78.7174
AAK85940.1	552	456.61	97	19.2561
AAK85941.1	1134	1007.68	2910	261.766
AAK85942.1	1902	1688.08	12882	691.724
AAK85944.2	318	269.616	521	175.16
AAK85945.2	651	610.623	2438	361.912
AAK85947.2	993	881.891	8172	839.954
AAK85948.2	1506	1324.64	3348	229.103
AAK85949.1	1104	1039.38	667	58.1694
AAK85950.1	972	913.893	441	43.7406
AAK85951.2	405	343.176	529	139.727
AAK85952.1	801	684.41	767	101.583
AAK85953.2	774	667.102	797	108.295
AAK85954.1	1317	1188.96	245	18.6785
AAK85955.2	537	425.288	221	47.1033
AAK85956.1	630	527.053	402	69.1375
AAK85957.1	978	875.841	1033	106.91
AAK85958.1	1221	1088.9	629	52.3605
AAK85959.2	831	747.465	245	29.711
AAK85960.2	393	362.145	698	174.709
AAK85961.1	627	611.669	4181	619.592
AAK85962.1	2004	1996.53	5777	262.282
AAK85963.2	999	911.247	4537	451.31
AAK85964.1	1323	1186.46	976	74.5658
AAL41168.1	222	150.863	449	269.777
AAK85965.2	5349	5234.66	1834	31.758
AAK85966.1	1770	1768.73	907	46.4823
AAK85967.2	507	613.279	254	37.542
AAK85968.2	597	475.085	344	65.6341
AAK85969.2	807	690.184	462	60.6763
AAK85970.2	1224	1033.91	1550	135.891
AAK85972.2	516	451.246	2465	495.16
AAK85973.2	258	232.857	38	14.7923
AAK85974.2	420	348.92	2807	729.219
AAK85975.2	639	551.239	164	26.9678
AAK85976.1	519	566.291	802	128.374
AAK85977.2	711	720.635	191	24.0248
AAK85978.1	1002	858.238	568	59.9905
AAK85979.1	774	702.382	99	12.7763
AAK85980.2	786	715.296	453	57.4056
AAK85981.1	738	642.664	57	8.03957
AAK85982.1	1023	906.414	3324	332.412
AAK85983.1	504	398.105	2637	600.419
AAK85984.1	924	757.899	6606	790.076
AAK85985.2	990	904.99	2325	232.874
AAL41189.1	246	177.218	114	58.3094
AAL41190.1	255	200.748	4	1.80614
AAK85986.1	1041	994.922	214	19.497
AAK85987.2	552	463.49	179	35.007
AAK85988.1	1137	948.807	504	48.1498
AAK85989.2	690	569.848	361	57.4235
AAK85991.1	1350	1203.38	17	1.28052
AAK85992.2	987	874.572	13	1.34738
AAK85993.1	906	870.914	27	2.81016
AAK85994.2	861	760.571	11	1.31098
AAK85995.1	618	543.115	21	3.50485
AAK85996.2	708	630.591	35	5.03109
AAK85997.2	777	653.053	72	9.9937
AAK85998.1	903	805.121	61	6.86769
AAK85999.1	1110	985.785	54	4.96539
AAK86000.1	612	451.769	39	7.82511
AAK86001.1	462	339.445	32	8.54522
AAK86002.1	738	727.496	119	14.8272
AAK86003.2	828	720.652	282	35.4704
AAK86004.2	1023	868.109	756	78.9386
AAK86005.1	384	333.856	284	77.1083
AAK86006.1	1056	1056.64	2060	176.719
AAK86007.1	1845	1655.63	2398	131.289
AAK86008.1	1095	932.308	481	46.7657
AAK86009.2	1146	1070.71	315	26.6673
AAK86010.2	1641	1600.08	839	47.5294
