target_id	length	eff_length	est_counts	tpm
YAL069W	315	82.1405	18.5259	4.10103
YAL068W-A	255	53.2305	0	0
YAL068C	363	111.488	0	0
YAL067W-A	228	42.6224	15.4536	6.59269
YAL067C	1782	1496.67	0	0
YAL066W	309	78.712	0	0
YAL065C	387	128	0	0
YAL064W-B	381	123.8	0	0
YAL064C-A	381	123.8	1	0.146876
YAL064W	285	65.5496	19	5.27053
YAL063C-A	291	68.7267	19	5.02689
YAL063C	3969	3688.09	138.4	0.682346
YAL062W	1374	1075.18	1313	22.2051
YAL061W	1254	959.471	3375	63.9607
YAL060W	1149	860.752	7199	152.078
YAL059C-A	423	156.198	61.2034	7.12479
YAL059W	639	352.514	847.797	43.7307
YAL058W	1509	1214	822.58	12.3206
YAL056C-A	351	103.409	36.4201	6.40403
YAL056W	2643	2366.71	2713	20.8438
YAL055W	543	259.882	764	53.455
YAL054C	2142	1855.4	5721	56.0669
YAL053W	2352	2070.01	13399	117.698
YAL051W	3144	2872.42	1790	11.3312
YAL049C	741	453.963	3271	131.018
YAL048C	1989	1710.77	1466.73	15.5894
YAL047W-A	330	90.4588	5.27332	1.06
YAL047C	1869	1591.08	886	10.1254
YAL046C	357	107.29	378	64.0627
YAL045C	309	78.712	40.8513	9.43706
YAL044W-A	333	92.2737	282.149	55.5996
YAL044C	513	231.674	580	45.5221
YAL043C	2358	2074.25	4541	39.8072
YAL042C-A	378	121.421	199.274	29.8421
YAL042W	1248	948.771	3812.73	73.0711
YAL041W	2565	2293.35	2486	19.7107
YAL040C	1743	1456.48	1186	14.8065
YAL039C	810	512.708	2396	84.9744
YAL038W	1503	1203.95	101861	1538.4
YAL037C-B	975	678.192	9325.4	250.027
YAL037C-A	93	39.4545	14	6.45212
YAL037W	804	517.155	360	12.6576
YAL036C	1110	815.805	757	16.8726
YAL035W	3009	2730.55	2438	16.2351
YAL034C-B	354	105.413	12	2.06994
YAL034W-A	870	591.173	136	4.18308
YAL034C	1242	952.084	7053	134.701
YAL033W	522	240.033	154	11.666
YAL032C	1140	849.127	1269	27.1744
YAL031W-A	309	78.712	78.4337	18.119
YAL031C	2283	2006.81	2416.57	21.8959
YAL030W	354	105.413	1177	203.027
YAL029C	4416	4172.81	1430	6.23131
YAL028W	1587	1298.69	1621	22.696
YAL027W	786	502.175	313	11.3334
YAL026C-A	438	167.646	16.2939	1.76727
