target_id	length	eff_length	est_counts	tpm
AAK85826.1	822	726.13	728	63.5849
AAK85827.2	600	589.666	606	65.1783
AAK85828.2	861	715.566	533	47.2405
AAK85829.2	582	450.644	1181	166.209
AAK85830.1	699	574.042	466	51.4848
AAK85831.1	483	373.955	5226	886.314
AAK85832.1	537	474.07	420	56.1881
AAK85833.2	654	590.569	1511	162.267
AAK85834.1	1113	1068.41	1958	116.228
AAK85835.1	570	494.639	1343	172.197
AAK85836.1	366	298.869	171	36.2871
AAK85837.2	2436	2331.31	5732	155.935
AAK85838.1	603	550.947	1012	116.495
AAK85839.1	843	725.364	5402	472.319
AAK85840.2	1197	1128.56	1550	87.1049
AAK85841.1	768	721.085	420	36.9402
AAK85842.1	663	561.378	1102	124.498
AAK85843.2	1221	1072.41	3904	230.88
AAK85844.2	840	751.932	5572	469.969
AAK85845.1	897	801.407	3921	310.299
AAK85846.1	1344	1257.38	1007	50.7923
AAK85847.2	321	279.552	843	191.25
AAK85848.2	3558	3329.51	889	16.934
AAK85849.1	3186	3000.26	956	20.2086
AAK85850.2	738	602.101	471	49.6122
AAK85851.1	1512	1507.79	1069	44.9648
AAK85852.1	2646	2546.71	3813	94.9563
AAL41059.2	168	80.9537	193	151.202
AAK85853.1	1401	1378.8	13165	605.557
AAK85854.1	276	225.606	889	249.912
AAK85855.1	402	329.11	1176	226.623
AAK85856.1	465	391.453	135	21.8722
AAK85857.1	1791	1592.67	1264	50.3335
AAK85858.2	726	658.727	1193	114.861
AAK85859.2	1611	1445.61	816	35.7995
AAK85860.2	435	358.59	118	20.8699
AAK85861.2	969	830.869	1043	79.6139
AAK85862.2	324	273.265	1122	260.403
AAK85863.1	777	663.034	699	66.8618
AAK85864.1	744	679.075	733	68.4578
AAK85865.2	651	554.722	1009	115.359
AAK85866.1	495	428.8	310	45.8505
AAK85867.2	597	502.633	1334	168.322
AAK85868.2	483	390.378	666	108.2
AAK85869.1	1308	1131.07	2314	129.751
AAK85870.1	966	986.296	363	23.3419
AAK85871.1	2235	2055.32	5937	183.199
AAK85872.2	714	603.347	6275	659.604
AAK85873.2	486	420.39	326	49.1816
AAK85874.1	588	509.924	594	73.8785
AAK85875.2	1308	1282.89	556	27.4866
AAK85876.2	2487	2351.44	821	22.1435
AAL41084.1	390	337.028	5705.1	1073.58
AAL41085.1	258	209.559	79.6104	24.0935
AAK85881.1	1809	1702.4	1260	46.9403
AAK85882.1	1233	1112.96	1321	75.2765
AAK85883.1	1023	838.438	50375	3810.49
AAK85884.2	1083	1031.82	13572	834.213
AAK85885.1	783	685.291	3426	317.066
AAK85886.1	630	527.571	506	60.8284
AAK85887.2	222	165.745	9310	3562.43
AAK85888.1	399	312.887	14619	2963.24
AAK85889.2	2082	2019.82	99284	3117.47
AAK85890.2	975	950.238	24018	1603.03
AAK85891.1	1236	1180.1	2024	108.775
AAK85892.2	1128	987.762	482	30.9479
AAK85893.2	762	681.562	873	81.2355
AAK85894.1	477	494.955	697	89.3108
AAK85895.1	690	678.017	797	74.5512
AAK85896.1	1005	908.736	990	69.0931
AAK85898.2	540	453.638	1815	253.749
AAK85899.1	993	818.428	2091	162.036
AAK85901.1	945	894.433	147	10.4233
AAK85902.2	1017	888.541	565	40.3281
AAK85903.1	2142	1907.64	15121	502.714
AAK85904.1	270	224.232	9172	2594.2
AAK85905.1	948	833.723	770	58.5742
AAK85906.1	417	295.617	723	155.112
AAK85907.1	2742	2466.1	7749	199.284
AAK85908.1	702	643.768	1176	115.855
AAK85909.1	1617	1413.63	8280	371.477
AAK85910.1	597	542.479	3761	439.701
AAK85911.2	1512	1468.38	946	40.8591
AAK85912.1	1266	1213.93	1568	81.9201
AAK85913.1	606	544.687	724	84.3001
AAK85914.2	615	543.472	267	31.1581
AAK85915.1	324	273.136	1339	310.913
AAK85916.1	1875	1666.32	1684	64.0943
AAK85917.2	405	385.868	1033	169.785
AAK85918.1	963	979.362	1493	96.6837
AAK85919.1	864	760.391	731	60.9701
AAK85920.1	756	634.249	588	58.7969
AAK85921.1	579	515.862	12936	1590.39
AAK85922.2	726	672.86	297	27.9942
AAK85923.1	2295	2212.65	2078	59.5621
AAK85924.1	459	362.718	442	77.2841
AAL41130.1	195	151.713	799	334.012
AAK85925.2	210	171.555	1839	679.854
AAK85926.2	162	112.162	495	279.895
AAK85928.2	1392	1250.32	8394	425.779
AAK85929.2	447	362.055	316	55.354
AAK85930.1	411	392.526	1474	238.159
AAK85931.2	2997	3020.31	5578	117.129
AAK85932.1	720	674.458	151	14.199
AAK85933.2	186	122.774	430	222.126
AAK85934.2	1869	1934.97	1699	55.6873
AAK85935.2	1347	1344.82	339	15.9872
AAL41140.1	204	145.829	60	26.0943
AAK85936.2	411	390.747	781	126.763
AAK85937.1	462	413.121	137	21.032
AAK85938.1	1506	1440.99	693	30.5006
AAK85939.2	213	167.246	213	80.772
AAK85940.1	552	460.717	175	24.0902
AAK85941.1	1134	1015.97	3107	193.953
AAK85942.1	1902	1695.07	17290	646.911
AAK85944.2	318	270.308	1004	235.565
AAK85945.2	651	618.692	3577	366.675
AAK85947.2	993	897.545	11215	792.465
AAK85948.2	1506	1348.67	3695	173.759
AAK85949.1	1104	1058.95	886	53.0635
AAK85950.1	972	928.177	801	54.7317
AAK85951.2	405	336.108	972	183.411
AAK85952.1	801	711.32	1399	124.735
AAK85953.2	774	679.391	1593	148.707
AAK85954.1	1317	1209.06	576	30.2143
AAK85955.2	537	437.529	326	47.255
AAK85956.1	630	535.565	899	106.459
AAK85957.1	978	916.592	840	58.1219
AAK85958.1	1221	1106.13	581	33.3124
AAK85959.2	831	772.337	385	31.6148
AAK85960.2	393	359.79	2049	361.185
AAK85961.1	627	599.909	8675	917.11
AAK85962.1	2004	1987.93	12826	409.193
AAK85963.2	999	932.437	8062	548.353
AAK85964.1	1323	1211.01	2337	122.391
AAL41168.1	222	149.878	19	8.03992
AAK85965.2	5349	5265.26	181	2.1802
AAK85966.1	1770	1813.37	160	5.59591
AAK85967.2	507	567.654	404	45.1372
AAK85968.2	597	478.106	376	49.877
AAK85969.2	807	686.806	955	88.1874
AAK85970.2	1224	1056.6	2754	165.307
AAK85972.2	516	456.163	4157	577.958
AAK85973.2	258	229.227	79	21.8574
AAK85974.2	420	355.263	3641	649.992
AAK85975.2	639	558.226	238	27.0398
AAK85976.1	519	524.224	1430	173.004
AAK85977.2	711	698.327	282	25.611
AAK85978.1	1002	873.962	1177	85.4124
AAK85979.1	774	703.661	153	13.79
AAK85980.2	786	728.787	591	51.4309
AAK85981.1	738	660.895	67	6.42953
AAK85982.1	1023	937.405	416	28.1451
AAK85983.1	504	412.91	155	23.8075
AAK85984.1	924	784.811	576	46.5473
AAK85985.2	990	921.227	3031	208.668
AAL41189.1	246	182.595	72	25.0081
AAL41190.1	255	198.087	17	5.4429
AAK85986.1	1041	990.754	485	31.0465
AAK85987.2	552	476.279	451	60.0554
AAK85988.1	1137	970.563	1356	88.608
AAK85989.2	690	582.045	920	100.246
AAK85991.1	1350	1240.47	40	2.04508
AAK85992.2	987	875.657	39	2.82467
AAK85993.1	906	872.462	39	2.83501
AAK85994.2	861	770.024	17	1.40017
AAK85995.1	618	563.194	22	2.47743
AAK85996.2	708	637.061	46	4.57946
AAK85997.2	777	670.409	108	10.2169
AAK85998.1	903	815.767	67	5.2089
AAK85999.1	1110	1008.42	74	4.654
AAK86000.1	612	473.405	59	7.90417
AAK86001.1	462	356.566	72	12.8065
AAK86002.1	738	699.959	224	20.2961
AAK86003.2	828	737.025	556	47.8442
AAK86004.2	1023	883.478	2178	156.35
AAK86005.1	384	336.51	964	181.683
AAK86006.1	1056	1075.77	3027	178.456
AAK86007.1	1845	1691.62	3765	141.156
AAK86008.1	1095	936.235	1203	81.4925
AAK86009.2	1146	1091.59	890	51.7089
AAK86010.2	1641	1614.93	1690.36	66.384
AAK86012.1	1359	1295.73	916	44.835
AAK86013.1	1329	1170.24	1678	90.94
AAK86014.1	492	441.408	1649	236.928
AAK86015.2	741	708.752	504	45.0997
AAK86016.1	939	818.546	837	64.8514
AAK86017.2	1146	1021.93	1727	107.179
AAK86018.1	912	872.629	16573	1204.5
AAK86019.2	1047	991.993	153	9.78182
AAK86020.1	471	403.328	4744	745.973
AAK86021.2	1065	994.877	679	43.285
AAK86022.2	918	979.707	453	29.3251
AAK86023.1	1104	1134.85	1511	84.4426
AAK86024.1	1557	1390.74	3300	150.489
AAL41229.1	318	263.54	58	13.9578
AAK86025.1	882	803.929	281	22.1679
AAK86026.2	837	816.86	548	42.5471
