target_id	length	eff_length	est_counts	tpm
AAK85826.1	822	720.277	417	43.7158
AAK85827.2	600	589.34	421	53.9409
AAK85828.2	861	730.792	361	37.3006
AAK85829.2	582	453.282	827	137.765
AAK85830.1	699	577.936	395	51.6083
AAK85831.1	483	373.834	3579	722.912
AAK85832.1	537	472.416	404	64.5742
AAK85833.2	654	605.77	1191	148.459
AAK85834.1	1113	1055.65	1252	89.5543
AAK85835.1	570	506.3	1045	155.851
AAK85836.1	366	307.022	108	26.5617
AAK85837.2	2436	2308.59	3690	120.693
AAK85838.1	603	542.426	1022	142.27
AAK85839.1	843	735.19	3158	324.351
AAK85840.2	1197	1121.57	1154	77.6928
AAK85841.1	768	730.481	286	29.5637
AAK85842.1	663	561.729	779	104.716
AAK85843.2	1221	1084.28	2576	179.394
AAK85844.2	840	753.721	3524	353.043
AAK85845.1	897	810.541	2570	239.42
AAK85846.1	1344	1265.01	883	52.7069
AAK85847.2	321	283.993	1126	299.387
AAK85848.2	3558	3373.72	673	15.0629
AAK85849.1	3186	3015.31	604	15.1254
AAK85850.2	738	606.455	294	36.6059
AAK85851.1	1512	1468.4	766	39.39
AAK85852.1	2646	2549.17	3232	95.7359
AAL41059.2	168	86.8283	241	209.584
AAK85853.1	1401	1360.28	8711	483.551
AAK85854.1	276	224.807	976	327.824
AAK85855.1	402	328.988	1167	267.851
AAK85856.1	465	391.211	112	21.6177
AAK85857.1	1791	1592.63	805	38.1665
AAK85858.2	726	652.349	1058	122.464
AAK85859.2	1611	1441.68	1953	102.291
AAK85860.2	435	362.519	93	19.3711
AAK85861.2	969	837.434	539	48.6004
AAK85862.2	324	274.179	579	159.458
AAK85863.1	777	663.101	447	50.9014
AAK85864.1	744	681.48	412	45.6506
AAK85865.2	651	556.73	503	68.2222
AAK85866.1	495	441.437	163	27.8818
AAK85867.2	597	504.332	650	97.3194
AAK85868.2	483	391.352	914	176.352
AAK85869.1	1308	1130.77	2731	182.368
AAK85870.1	966	974.78	253	19.5982
AAK85871.1	2235	2044.6	4651	171.767
AAK85872.2	714	605.943	6096	759.653
AAK85873.2	486	415.807	243	44.1282
AAK85874.1	588	511.966	443	65.3378
AAK85875.2	1308	1278.96	392	23.1436
AAK85876.2	2487	2342.55	829	26.7219
AAL41084.1	390	332.421	3924.43	891.437
AAL41085.1	258	208.456	83.737	30.3322
AAK85881.1	1809	1709.92	955	42.1725
AAK85882.1	1233	1109.27	1602	109.051
AAK85883.1	1023	857.404	57834	5093.31
AAK85884.2	1083	1041.09	15868	1150.9
AAK85885.1	783	674.275	3618	405.166
AAK85886.1	630	522.748	561	81.035
AAK85887.2	222	166.223	2871	1304.2
AAK85888.1	399	309.745	3919	955.375
AAK85889.2	2082	1988.15	19867	754.547
AAK85890.2	975	937.702	5168	416.16
