target_id	length	eff_length	est_counts	tpm
AAK85826.1	822	591.291	383	58.327
AAK85827.2	600	405.301	131	29.1048
AAK85828.2	861	585.143	144	22.1601
AAK85829.2	582	344.383	465	121.586
AAK85830.1	699	427.816	289	60.8293
AAK85831.1	483	251.727	678	242.534
AAK85832.1	537	303.598	188	55.761
AAK85833.2	654	434.971	526	108.892
AAK85834.1	1113	872.505	1219	125.808
AAK85835.1	570	365.643	785	193.323
AAK85836.1	366	179.768	456	228.415
AAK85837.2	2436	2180.99	2153	88.8918
AAK85838.1	603	389.041	307	71.0584
AAK85839.1	843	608.278	1155	170.982
AAK85840.2	1197	991.126	829	75.3178
AAK85841.1	768	599.749	464	69.6659
AAK85842.1	663	434.068	716	148.534
AAK85843.2	1221	950.399	648	61.3961
AAK85844.2	840	579.169	1507	234.304
AAK85845.1	897	670.449	939	126.116
AAK85846.1	1344	1067.94	439	37.0158
AAK85847.2	321	141.596	157	99.8435
AAK85848.2	3558	3251.31	541	14.9834
AAK85849.1	3186	2892.35	690	21.4818
AAK85850.2	738	476.972	149	28.1297
AAK85851.1	1512	1327.14	1069	72.5327
AAK85852.1	2646	2461.55	1490	54.5066
AAL41059.2	168	43.4286	30	62.2038
AAK85853.1	1401	1259.58	5471	391.123
AAK85854.1	276	107.499	402	336.74
AAK85855.1	402	237.371	560	212.438
AAK85856.1	465	294.042	130	39.8113
AAK85857.1	1791	1462.78	743	45.7386
AAK85858.2	726	540.463	650	108.298
AAK85859.2	1611	1337.79	257	17.2989
AAK85860.2	435	239.316	78	29.3491
AAK85861.2	969	695.727	490	63.4204
AAK85862.2	324	144.142	382	238.64
AAK85863.1	777	532.657	283	47.8421
AAK85864.1	744	532.727	152	25.6927
AAK85865.2	651	415.776	204	44.1817
AAK85866.1	495	272.194	85	28.1198
AAK85867.2	597	381.152	237	55.9915
AAK85868.2	483	281.345	622	199.078
AAK85869.1	1308	1025.75	1631	143.181
AAK85870.1	966	847.75	187	19.863
AAK85871.1	2235	1972.4	3008	137.326
AAK85872.2	714	462.552	939	182.8
AAK85873.2	486	270.481	222	73.9074
AAK85874.1	588	374.374	258	62.0564
AAK85875.2	1308	1113.44	195	15.7703
AAK85876.2	2487	2234.23	339	13.6629
AAL41084.1	390	201.01	9487.34	4250.09
AAL41085.1	258	94.8912	274.009	260.022
AAK85881.1	1809	1579.6	436	24.8548
AAK85882.1	1233	960.339	723	67.7931
AAK85883.1	1023	704.43	16993	2172.22
AAK85884.2	1083	899.448	3507	351.1
AAK85885.1	783	570.19	546	86.2273
AAK85886.1	630	390.642	139	32.0411
AAK85887.2	222	71.7282	306	384.152
AAK85888.1	399	209.193	605	260.423
AAK85889.2	2082	1934.5	2542	118.325
AAK85890.2	975	830.129	885	95.9996
AAK85891.1	1236	1077.47	371	31.0055
AAK85892.2	1128	846.627	293	31.1636
AAK85893.2	762	558.57	342	55.1341
AAK85894.1	477	317.334	195	55.3338
AAK85895.1	690	520.193	228	39.4678
AAK85896.1	1005	800.165	185	20.8192
AAK85898.2	540	298.958	824	248.193
AAK85899.1	993	674.007	513	68.537
AAK85901.1	945	730.334	76	9.37053
AAK85902.2	1017	745.734	274	33.0856
AAK85903.1	2142	1800.83	2404	120.208
AAK85904.1	270	103.218	4650	4056.67
AAK85905.1	948	683.315	361	47.5727
AAK85906.1	417	225.628	260	103.765
AAK85907.1	2742	2370.53	3430	130.293
AAK85908.1	702	492.655	3151	575.94
AAK85909.1	1617	1263.49	2598	185.156
AAK85910.1	597	396.212	2704	614.541
AAK85911.2	1512	1296.41	434	30.1453
AAK85912.1	1266	1045.73	323	27.8134
AAK85913.1	606	382.937	262	61.6092
AAK85914.2	615	426.879	103	21.7272
AAK85915.1	324	144.142	620	387.322
AAK85916.1	1875	1541.42	882	51.5251
AAK85917.2	405	227.148	302	119.721
AAK85918.1	963	824.666	726	79.2739
AAK85919.1	864	640.715	250	35.1356
AAK85920.1	756	525.571	85	14.5633
AAK85921.1	579	416.092	2385	516.144
AAK85922.2	726	532	647	109.513
AAK85923.1	2295	2091.81	1451	62.4622
AAK85924.1	459	230.195	225	88.0153
AAL41130.1	195	56.5691	361	574.645
AAK85925.2	210	64.655	1652	2300.8
AAK85926.2	162	40.9071	3832	8435.26
AAK85928.2	1392	1138.6	1213	95.9317
AAK85929.2	447	213.827	321	135.181
AAK85930.1	411	228.982	461	181.289
AAK85931.2	2997	2896.82	1614	50.1712
AAK85932.1	720	537.047	212	35.5464
AAK85933.2	186	51.8923	316	548.347
AAK85934.2	1869	1800.82	605	30.2522
AAK85935.2	1347	1139.16	362	28.6152
AAL41140.1	204	61.3892	52	76.2752
AAK85936.2	411	244.557	95	34.9796
AAK85937.1	462	267.572	8	2.69229
AAK85938.1	1506	1275.67	181	12.7765
AAK85939.2	213	66.3026	51	69.2647
AAK85940.1	552	321.575	29	8.12058
AAK85941.1	1134	869.775	3594	372.086
AAK85942.1	1902	1563.09	6515	375.321
AAK85944.2	318	139.275	329	212.713
AAK85945.2	651	445.485	1948	393.756
AAK85947.2	993	786.356	4679	535.804
AAK85948.2	1506	1224.2	1199	88.1938
AAK85949.1	1104	898.913	251	25.1436
AAK85950.1	972	785.87	209	23.9479
AAK85951.2	405	200.286	270	121.391
AAK85952.1	801	563.637	389	62.1473
AAK85953.2	774	523.876	418	71.8489
AAK85954.1	1317	1107.98	253	20.5618
AAK85955.2	537	294.588	217	66.3309
AAK85956.1	630	388.093	171	39.6764
AAK85957.1	978	758.517	512	60.7822
AAK85958.1	1221	1004.51	256	22.9486
AAK85959.2	831	640.06	211	29.6848
AAK85960.2	393	209.368	285	122.576
AAK85961.1	627	428.384	996	209.362
AAK85962.1	2004	1845.43	1111	54.2111
AAK85963.2	999	781.147	1087	125.305
AAK85964.1	1323	1102.47	443	36.1833
AAL41168.1	222	71.7282	427	536.056
AAK85965.2	5349	5137.1	1032	18.0898
AAK85966.1	1770	1630.56	834	46.0575
AAK85967.2	507	371.137	337	81.7651
AAK85968.2	597	367.169	477	116.983
AAK85969.2	807	565.811	581	92.4649
AAK85970.2	1224	950.007	773	73.2697
AAK85972.2	516	335.787	1161	311.344
AAK85973.2	258	94.8912	260	246.729
AAK85974.2	420	211.983	2257	958.744
AAK85975.2	639	450.797	431	86.093
AAK85976.1	519	375.109	431	103.465
AAK85977.2	711	531.657	122	20.6633
AAK85978.1	1002	726.412	1512	187.431
AAK85979.1	774	535.571	101	16.9815
AAK85980.2	786	595.002	397	60.0819
AAK85981.1	738	538.796	83	13.8716
AAK85982.1	1023	802.693	918	102.983
AAK85983.1	504	277.121	1138	369.782
AAK85984.1	924	642.737	3666	513.608
AAK85985.2	990	802.826	860	96.4604
