target_id	length	eff_length	est_counts	tpm
YAL069W	315	82.835	27.3529	6.31119
YAL068W-A	255	51.7129	1.67795	0.620155
YAL068C	363	113.555	0	0
YAL067W-A	228	41.2459	20.8842	9.67736
YAL067C	1782	1502.88	0	0
YAL066W	309	78.9627	0	0
YAL065C	387	130.574	0	0
YAL064W-B	381	126.269	0	0
YAL064C-A	381	126.269	0	0
YAL064W	285	65.9365	12	3.47838
YAL063C-A	291	68.9378	23	6.37664
YAL063C	3969	3685.88	96.0893	0.498259
YAL062W	1374	1081.65	1597	28.2188
YAL061W	1254	964.731	3048	60.3851
YAL060W	1149	860.559	5255	116.711
YAL059C-A	423	158.535	46.008	5.54664
YAL059W	639	358.196	1034.99	55.2251
YAL058W	1509	1219.64	825.48	12.9359
YAL056C-A	351	105.277	56.5198	10.2609
YAL056W	2643	2371.31	2677	21.5765
YAL055W	543	266.241	836	60.014
YAL054C	2142	1856.25	6895	70.9935
YAL053W	2352	2078.65	15458	142.133
YAL051W	3144	2882.18	1873	12.4205
YAL049C	741	457.581	2868	119.793
YAL048C	1989	1708.11	1599.4	17.8963
YAL047W-A	330	91.3854	11.5967	2.42538
YAL047C	1869	1594.45	971	11.6393
YAL046C	357	109.51	405	70.6842
YAL045C	309	78.9627	63.9037	15.4677
YAL044W-A	333	93.3192	236.096	48.3547
YAL044C	513	238.193	728	58.4149
YAL043C	2358	2073.56	5396	49.7366
YAL042C-A	378	123.93	275.367	42.4676
YAL042W	1248	955.911	4102.63	82.0287
YAL041W	2565	2296.52	2792	23.2363
YAL040C	1743	1461.52	995	13.0119
YAL039C	810	514.19	2850	105.936
YAL038W	1503	1207.17	74487.2	1179.32
YAL037C-B	975	684.282	6859.77	191.6
YAL037C-A	93	35.6	9	4.83185
YAL037W	804	522.93	309	11.2937
YAL036C	1110	824.792	853	19.7663
YAL035W	3009	2729.37	3012	21.0918
YAL034C-B	354	107.424	13	2.31293
YAL034W-A	870	593.83	154	4.95655
YAL034C	1242	958.979	7927	157.987
YAL033W	522	246.58	210	16.2773
YAL032C	1140	851.268	1315	29.5244
